effusive	effusion @@ive
exhilarating	exhilarating
decision	decide @@ion
crucially	crucial @@ly
ordination	ordain @@ation
persuasion	persuade @@ion
jumper	jump @@er
battleship	battle @@ship
melon	melon
flightless	flight @@less
illumine	illumine
sis	sister
starless	star @@less
confectioner	confection @@er
encircle	en @@circle
incommunicable	in @@communicable
antecedence	antecedent @@ence
tepidity	tepid @@ity
jangle	jangle
soundings	sounding @@s
mizzen	mizzen
refuse	refuse
bewail	be @@wail
trample	trample
undermine	under @@mine
egoist	egoism @@ist
puff	puff
percipience	percipient @@ence
goodnight	goodnight
provincially	provincial @@ly
fullness	full @@ness
obliteration	obliterate @@ion
offertory	offer @@ory
decorously	decorous @@ly
bolero	bolero
blackguard	blackguard
gladiatorial	gladiator @@ial
chick	chick
datum	datum
debut	debut
con	con
preserver	preserve @@er
cod	cod
classic	classic
swipe	swipe
polygamist	polygamy @@ist
twirl	twirl
instruction	instruct @@ion
long	long
containerize	container @@ize
functional	function @@al
pertinacity	pertinacious @@ity
recharge	re @@charge
seriously	serious @@ly
sideslip	sideslip
incidentals	incidentals
chirpiness	chirpy @@ness
metricate	metric @@ate
soothe	soothe
correspondingly	corresponding @@ly
floor	floor
polysyllabically	polysyllabic @@ally
wheezy	wheeze @@y
coastwise	coastwise
deuced	deuce @@ed
boar	boar
typographer	typography @@er
insensitively	insensitive @@ly
solver	solve @@er
absence	absent @@ence
niggler	niggle @@er
toucan	toucan
wrongheaded	wrong @@head @@ed
answer	answer
elaboration	elaborate @@ion
county	count @@y
latinize	Latin @@ize
downrightness	downright @@ness
grumbling	grumbling
retrieval	retrieve @@al
maidenlike	maiden @@like
toddler	toddle @@er
fauna	fauna
beguilingly	beguiling @@ly
disreputably	disreputable @@ly
shipboard	ship @@board
generative	generation @@ive
wetting	wetting
discard	discard
eurhythmy	eurhythmy
violently	violent @@ly
teachable	teach @@able
ceremoniously	ceremonious @@ly
soberly	sober @@ly
healthful	health @@ful
custodial	custody @@al
sardine	sardine
difficult	difficult
tripper	trip @@er
compare	compare
fortnightly	fortnight @@ly
nomadically	nomadic @@ally
achieve	achieve
gospel	gospel
rubberneck	rubberneck
factually	factual @@ly
perplexity	perplex @@ity
ballistics	ballistic @@s
talus	talus
paternalistically	paternalistic @@ally
snootily	snooty @@ly
mandolin	mandolin
libido	libido
octave	octave
enkindle	en @@kindle
mismanage	mis @@manage
intractable	in @@tractable
soil	soil
infatuated	infatuated
amends	amend @@s
effectives	effective @@s
raft	raft
sightless	sight @@less
equip	equip
mercurially	mercurial @@ly
deacon	deacon
stigmatize	stigma @@ize
timidness	timid @@ness
hungrily	hungry @@ly
admonishing	admonishing
summarily	summary @@ly
pricking	pricking
mulct	mulct
hoe	hoe
nebulosity	nebulous @@ity
curtain	curtain
immediately	immediately
sleety	sleet @@y
chug	chug
slavey	slave @@y
barracks	barracks
pennant	pennant
genuinely	genuine @@ly
idiotic	idiot @@ic
clumsily	clumsy @@ly
effeteness	effete @@ness
bundle	bundle
metallurgical	metallurgy @@ical
squarely	square @@ly
indistinguishably	indistinguishable @@ly
fuck	fuck
possibly	possible @@ly
manned	manned
nth	n @@th
laudability	laudable @@ity
dew	dew
phoney	phoney
joyfulness	joyful @@ness
obliquely	oblique @@ly
scarify	scar @@ify
loudmouthed	loudmouth @@ed
shelf	shelf
finding	finding
rodent	rodent
respond	respond
obsessive	obsessive
canon	canon
widgeon	widgeon
westwards	westward @@s
camping	camping
attractive	attraction @@ive
lyric	lyric
octagonal	octagon @@al
criminal	criminal
quizzically	quizzical @@ly
gob	gob
crimson	crimson
trusteeship	trustee @@ship
symbolism	symbol @@ism
divination	divine @@ation
proverbial	proverb @@ial
double	double
ethically	ethical @@ly
fillet	fillet
barm	barm
overtly	overt @@ly
whippy	whip @@y
acclimatization	acclimatize @@ation
advisable	advise @@able
negotiation	negotiate @@ion
header	head @@er
impact	impact
mechanistic	mechanism @@ic
malevolence	malevolent @@ence
jaunt	jaunt
fiercely	fierce @@ly
plastics	plastic @@s
stringently	stringent @@ly
painter	paint @@er
participant	participate @@ant
sable	sable
wind	wind
plaster	plaster
prospector	prospect @@or
fortieth	fortieth
authoress	author @@ess
irregular	irregular
saline	salt @@ine
indestructibly	indestructible @@ly
joylessly	joyless @@ly
disconcertingly	disconcerting @@ly
coxswain	coxswain
acquisitively	acquisitive @@ly
laxative	laxative
snuffer	snuff @@er
safeness	safe @@ness
chicle	chicle
boner	bone @@er
unruliness	unruly @@ness
speciousness	specious @@ness
downhill	downhill
gropingly	grope @@ing @@ly
drover	drove @@er
purr	purr
merge	merge
permissiveness	permissive @@ness
muddiness	muddy @@ness
pace	pace
mark	mark
immensely	immense @@ly
guiltless	guilt @@less
callosity	callous @@ity
bestowal	bestow @@al
jig	jig
substantiation	substantiate @@ion
darkness	dark @@ness
rotary	rotary
replace	re @@place
pliancy	pliant @@ancy
speculative	speculation @@ive
grudging	grudging
interchange	interchange
incongruity	incongruous @@ity
bloated	bloated
turner	turn @@er
pull	pull
asthma	asthma
ready	ready
fibula	fibula
repeat	repeat
cuirass	cuirass
racist	racist
subordination	subordinate @@ion
snobby	snob @@y
westerner	western @@er
dixie	dixie
boisterousness	boisterous @@ness
illuminations	illuminations
prod	prod
surpliced	surplice @@ed
laurelled	laurel @@ed
inalienable	in @@alienable
dobbin	dobbin
easel	easel
pith	pith
kedgeree	kedgeree
pacifist	pacifism @@ist
inattentiveness	inattentive @@ness
spuriousness	spurious @@ness
step	step
orders	orders
abstruseness	abstruse @@ness
irresponsibly	irresponsible @@ly
mitre	mitre
munificence	munificent @@ence
fustiness	fusty @@ness
coiffured	coiffure @@ed
inedibly	inedible @@ly
barn	barn
approval	approve @@al
remould	re @@mould
mistake	mistake
burn	burn
thickening	thickening
sliver	sliver
beefy	beef @@y
john	john
torridly	torrid @@ly
breathily	breathy @@ly
toughie	tough @@ie
scallop	scallop
prescriptive	prescription @@ive
horsemanship	horseman @@ship
disinfect	dis @@infect
few	few
stowage	stow @@age
pharisee	pharisee
bury	bury
retriever	retrieve @@er
dampish	damp @@ish
interpose	inter @@pose
taper	taper
jittery	jitters @@y
photo	photograph
toupee	toupee
woman	woman
microfilm	microfilm
brashly	brash @@ly
deflation	deflate @@ion
inviolable	in @@violable
notification	notify @@ation
intimidation	intimidate @@ion
superficiality	superficial @@ity
sassy	sass @@y
juice	juice
mistrust	mistrust
limited	limited
resolve	resolve
recallable	recall @@able
client	client
glue	glue
deplane	de @@plane
demonstrably	demonstrable @@ly
sculptor	sculpt @@or
impressiveness	impressive @@ness
citron	citron
knout	knout
cluck	cluck
warmth	warm @@th
tinter	tint @@er
sorrow	sorrow
eventfulness	eventful @@ness
indeed	in @@deed
graft	graft
menace	menace
crackle	crackle
dugong	dugong
aphasic	aphasia @@ic
alternator	alternate @@or
petition	petition
undershirt	under @@shirt
hair	hair
indirectness	indirect @@ness
oxidization	oxidize @@ation
genially	genial @@ly
semen	semen
worrisome	worry @@some
sometimes	some @@times
squeal	squeal
teeth	teeth
eleven	eleven
also	also
insignificant	in @@significant
developmentally	developmental @@ly
molasses	molasses
pauperism	pauper @@ism
spectacularly	spectacular @@ly
impecuniousness	impecunious @@ness
commonness	common @@ness
spinet	spinet
convulsion	convulse @@ion
gloweringly	glower @@ing @@ly
creel	creel
chipping	chip @@ing
stationer	station @@er
haze	haze
discourteously	discourteous @@ly
gang	gang
raptly	rapt @@ly
murky	murk @@y
gentian	gentian
affirmative	affirmation @@ive
thrum	thrum
writhe	writhe
condescending	condescending
upmost	upmost
comfort	comfort
honorific	honorific
extremities	extremities
ineffably	ineffable @@ly
corrective	correction @@ive
hubbub	hubbub
indecorum	in @@decorum
definable	define @@able
waffle	waffle
iconoclastic	iconoclast @@ic
impotently	impotent @@ly
coincidence	coincident @@ence
horrify	horror @@ify
clarify	clear @@ify
heckle	heckle
conclave	conclave
negus	negus
wearable	wear @@able
partitively	partitive @@ly
buggery	bugger @@ery
sottishly	sottish @@ly
symbolic	symbol @@ic
erection	erect @@ion
unerringly	unerring @@ly
remedially	remedial @@ly
devilishly	devilish @@ly
drubbing	drubbing
preciously	precious @@ly
stylistic	stylist @@ic
burg	burg
adoringly	adoring @@ly
shits	shits
modelling	modelling
sail	sail
outlay	outlay
clique	clique
triad	triad
idem	idem
proconsulate	proconsul @@ate
inarticulately	inarticulate @@ly
sombreness	sombre @@ness
scrupulousness	scrupulous @@ness
automatically	automatic @@ally
jocosely	jocose @@ly
revenue	revenue
appropriately	appropriate @@ly
intactness	intact @@ness
indifference	indifferent @@ence
bounds	bounds
loverlike	lover @@like
undeceive	un @@deceive
purposeless	purpose @@less
geocentric	geo @@centre @@ic
index	index
connective	connective
archaeological	archaeology @@ical
academic	academy @@ic
hesitation	hesitate @@ion
horse	horse
tight	tight
grievous	grief @@ous
respect	respect
adoptive	adoption @@ive
will	will
indexer	index @@er
spindle	spindle
sensor	sense @@or
plunk	plunk
legato	legato
obstructionist	obstructionism @@ist
proportionable	proportion @@able
most	most
sharpshooter	sharp @@shoot @@er
prostrate	prostrate
father	father
northeast	northeast
crazed	crazed
salad	salad
frond	frond
indulgently	indulgent @@ly
intestate	in @@testate
desultorily	desultory @@ly
flagellation	flagellate @@ion
neap	neap
gird	gird
broadmindedness	broadminded @@ness
vitalization	vitalize @@ation
lesser	less @@er
gastronomic	gastronomy @@ic
wholesaler	wholesale @@er
wriggler	wriggle @@er
couth	couth
defendant	defend @@ant
doubt	doubt
lawfulness	lawful @@ness
confidently	confident @@ly
safe	safe
acrimonious	acrimony @@ous
quaintly	quaint @@ly
renewal	renew @@al
apprehension	apprehend @@ion
disobligingly	disobliging @@ly
bisection	bisect @@ion
rendezvous	rendezvous
plucky	pluck @@y
expedient	expedient
stagnantly	stagnant @@ly
efficacious	efficacy @@ous
internationalize	international @@ize
nail	nail
illegibility	illegible @@ity
twinkle	twinkle
flabbiness	flabby @@ness
flying	flying
resinate	resin @@ate
biretta	biretta
shininess	shiny @@ness
thicken	thick @@en
mercilessly	merciless @@ly
measliness	measly @@ness
signification	signify @@ation
otherwise	other @@wise
pear	pear
genus	genus
frankly	frank @@ly
dynamite	dynamic @@ite
enlist	en @@list
flutter	flutter
falsies	false @@ie @@s
luckless	luck @@less
refractory	refract @@ory
chauffeur	chauffeur
penalize	penal @@ize
heaviness	heavy @@ness
interpreter	interpret @@er
recuperation	recuperate @@ion
sociologically	sociological @@ly
ability	able @@ity
dumbly	dumb @@ly
hurtfully	hurtful @@ly
modestly	modest @@ly
sloe	sloe
blithesome	blithe @@some
shepherdess	shepherd @@ess
kindle	kindle
bolt	bolt
intensely	intense @@ly
such	such
sureness	sure @@ness
woof	woof
tonal	tone @@al
assumption	assume @@ion
tallow	tallow
aerobatics	aerobatic @@s
twofaced	two @@face @@ed
blond	blond
evergreen	evergreen
acrimoniously	acrimonious @@ly
formalism	formal @@ism
assail	assail
rattler	rattle @@er
intumescence	intumescent @@ence
devastatingly	devastating @@ly
featherweight	featherweight
downstream	downstream
oven	oven
sedately	sedate @@ly
done	done
stalemate	stalemate
futurist	futurism @@ist
tram	tram
slob	slob
insane	in @@sane
egoistically	egoistical @@ly
advisory	advise @@ory
jealously	jealous @@ly
pillager	pillage @@er
ashamed	a @@shame @@ed
games	games
char	char
normal	norm @@al
improvidently	improvident @@ly
depilatory	depilatory
artifact	artifact
varied	varied
pointed	pointed
testate	testate
porpoise	porpoise
kurus	kurus
becoming	becoming
temper	temper
ruins	ruins
instrumental	instrument @@al
inscrutability	inscrutable @@ity
carnivorous	carnivore @@ous
aesthetically	aesthetic @@ally
debunker	debunk @@er
distributor	distribute @@or
viable	viable
innocently	innocent @@ly
wheat	wheat
stammer	stammer
illicitly	illicit @@ly
breathtakingly	breathtaking @@ly
uninhibited	un @@inhibited
wordless	word @@less
megalithic	megalith @@ic
drollness	droll @@ness
heartlessly	heartless @@ly
complicatedness	complicated @@ness
extensively	extensive @@ly
boast	boast
aphid	aphid
shrift	shrift
decompress	de @@compress
lankness	lank @@ness
roaring	roaring
rug	rug
metaphorically	metaphorical @@ly
question	question
mannerism	manner @@ism
fetter	fetter
reticulation	reticulate @@ion
film	film
killingly	killing @@ly
tiller	till @@er
sublime	sublime
pointer	point @@er
fencer	fence @@er
nonwhite	non @@white
deviousness	devious @@ness
cannibal	cannibal
accommodation	accommodate @@ion
prey	prey
catastrophe	catastrophe
nipper	nip @@er
twirler	twirl @@er
postal	post @@al
medicine	medic @@ine
persevering	persevering
restrictively	restrictive @@ly
yaw	yaw
assassination	assassinate @@ion
console	console
cervical	cervix @@al
carafe	carafe
healthiness	healthy @@ness
cinnamon	cinnamon
pet	pet
maths	mathematics
quantifiable	quantify @@able
wedge	wedge
jumble	jumble
wizard	wizard
wakeful	wake @@ful
respectability	respectable @@ity
counterfeiter	counterfeit @@er
hide	hide
interim	interim
widely	wide @@ly
adamantine	adamant @@ine
savage	savage
convent	convent
lowness	low @@ness
paroxysm	paroxysm
equalitarian	equalitarian
unwritten	un @@written
hypnotist	hypnotism @@ist
prostration	prostrate @@ion
elimination	eliminate @@ion
unscripted	un @@scripted
fractiousness	fractious @@ness
paleographically	paleographic @@ally
boiler	boil @@er
khaki	khaki
delimitate	de @@limit @@ate
disappointingly	disappointing @@ly
leopardess	leopard @@ess
desecrate	de @@consecrate
uncomfortable	un @@comfortable
risky	risk @@y
flannel	flannel
dynast	dynast
suppressiveness	suppressive @@ness
missus	missus
outline	out @@line
dalmatian	Dalmatia @@an
ambivalence	ambivalent @@ence
moonless	moon @@less
tench	tench
severely	severe @@ly
council	council
swag	swag
heartlessness	heartless @@ness
flaccidity	flaccid @@ity
grandiloquence	grandiloquent @@ence
closefisted	close @@fist @@ed
ashen	ash @@en
capsule	capsule
employee	employ @@ee
cheekily	cheeky @@ly
ewe	ewe
soundly	sound @@ly
banker	bank @@er
jag	jag
timpani	timpani
undivided	un @@divided
christening	christening
breach	breach
electromagnetic	electromagnet @@ic
contradiction	contradict @@ion
formalist	formalism @@ist
uniformed	uniform @@ed
rookery	rook @@ery
weekend	weekend
alternate	alternate
faddishly	faddish @@ly
plumbing	plumbing
roneo	Roneo
liberally	liberal @@ly
fordable	ford @@able
posit	posit
facer	face @@er
monopolistically	monopolistic @@ally
freshen	fresh @@en
brothel	brothel
exemplify	example @@ify
apostate	apostasy @@ate
goddam	goddam
exasperatedly	exasperated @@ly
hyperbolic	hyperbola @@ic
frown	frown
present	present
dodger	dodge @@er
dread	dread
inconsiderable	in @@considerable
strikingly	striking @@ly
noiselessness	noiseless @@ness
humbug	humbug
linnet	linnet
fraught	fraught
convenience	convenient @@ence
incommodiously	incommodious @@ly
uninterested	un @@interested
realtor	realty @@or
briar	briar
chemically	chemical @@ly
facilely	facile @@ly
gosling	goose @@ling
executioner	execution @@er
delinquent	delinquent
renunciation	renounce @@ation
voluptuary	voluptuous @@ary
huff	huff
terminal	terminus @@al
insularity	insular @@ity
bazooka	bazooka
team	team
unobtrusiveness	unobtrusive @@ness
whereat	whereat
disguise	disguise
epileptic	epilepsy @@ic
northwesterly	northwest @@ly
enable	en @@able
sportive	sport @@ive
fledge	fledge
instigator	instigate @@or
forewoman	fore @@woman
swelter	swelter
yachtswoman	yacht @@s @@woman
horny	horn @@y
infamous	infamy @@ous
inflexibly	inflexible @@ly
unexceptionably	unexceptionable @@ly
gaily	gay @@ly
closet	closet
bairn	bairn
undress	un @@dress
phenomenally	phenomenal @@ly
ransom	ransom
contrariness	contrary @@ness
bucketful	bucket @@ful
consequentially	consequential @@ly
wolfsbane	wolf @@s @@bane
pig	pig
incremental	increment @@al
biographically	biographical @@ly
lint	lint
equivocation	equivocate @@ion
sharply	sharp @@ly
unionize	union @@ize
stoep	stoep
subconsciousness	subconscious @@ness
fancifully	fanciful @@ly
inattentively	inattentive @@ly
repression	repress @@ion
conduciveness	conducive @@ness
racily	racy @@ly
flagrancy	flagrant @@ancy
condemn	condemn
wallow	wallow
defencelessly	defenceless @@ly
determinism	determine @@ism
gent	gent
unmask	un @@mask
strainer	strain @@er
partita	partita
bop	bebop
flannels	flannels
exemplary	example @@ary
potentiality	potential @@ity
slackness	slack @@ness
brick	brick
skint	skint
asbestos	asbestos
lank	lank
controller	control @@er
plasterer	plaster @@er
unpleasant	un @@pleasant
vaporization	vaporize @@ation
tenderize	tender @@ize
drench	drench
insipid	insipid
entreaty	entreat @@y
palaver	palaver
tope	tope
bacchanalian	bacchanal @@ian
cadger	cadge @@er
masterless	master @@less
forbearing	forbearing
sufficiently	sufficient @@ly
without	with @@out
significant	signify @@ant
discontent	discontent
redden	red @@en
incompatibility	incompatible @@ity
uselessness	useless @@ness
ladder	ladder
weightlessness	weightless @@ness
aerodynamically	aerodynamic @@ally
auditory	audition @@ory
reticulated	reticulated
arduously	arduous @@ly
reformer	reform @@er
parentage	parent @@age
shear	shear
felucca	felucca
purposely	purpose @@ly
lemur	lemur
lectureship	lecture @@ship
accession	accede @@ion
euphoric	euphoria @@ic
complacence	complacent @@ence
vacuity	vacuous @@ity
grouchiness	grouchy @@ness
pang	pang
salivation	salivate @@ion
actuate	act @@ate
anarchical	anarchy @@ical
freehanded	free @@hand @@ed
marzipan	marzipan
selector	select @@or
glide	glide
hit	hit
mongoose	mongoose
thankfully	thankful @@ly
malapropism	Malaprop @@ism
duenna	duenna
accord	accord
fewer	few @@er
squirrel	squirrel
cutter	cut @@er
luck	luck
prudence	prudent @@ence
snowiness	snowy @@ness
ponderables	ponderable @@s
parer	pare @@er
still	still
sateen	sateen
defeatist	defeatism @@ist
pitcher	pitch @@er
hennaed	henna @@ed
compliant	comply @@ant
zee	zee
freeload	free @@load
disdainfully	disdainful @@ly
beat	beat
mortise	mortise
optional	option @@al
psychotically	psychotic @@ally
freelance	free @@lance
fetching	fetching
ventilator	ventilate @@or
paperhanger	paper @@hang @@er
bruiser	bruise @@er
itchiness	itchy @@ness
horsewhip	horsewhip
cairn	cairn
incapably	incapable @@ly
tannic	tannin @@ic
tenet	tenet
orange	orange
incorrigible	in @@corrigible
anaesthetist	anaesthesia @@ist
unsyllabic	un @@syllabic
grocery	grocer @@ery
assay	assay
lantern	lantern
schnorkel	schnorkel
servery	serve @@ery
fort	fort
kip	kip
statics	static @@s
tanner	tan @@er
arena	arena
pekoe	pekoe
scenarist	scenario @@ist
daemon	daemon
thank	thank
bobs	bob @@s
recitation	recite @@ation
papyrus	papyrus
compilation	compile @@ation
ballooning	balloon @@ing
disafforest	dis @@afforest
disavowal	disavow @@al
mooch	mooch
mire	mire
regretful	regret @@ful
cleanly	clean @@ly
neighbourly	neighbour @@ly
bazaar	bazaar
astutely	astute @@ly
surprisedly	surprised @@ly
albumen	albumen
unbecoming	un @@becoming
circumcision	circumcise @@ion
tee	tee
bookmaker	book @@make @@er
trafficker	traffic @@er
phantasmic	phantasm @@ic
pommel	pommel
grossness	gross @@ness
isolationism	isolation @@ism
flour	flour
interpolation	interpolate @@ion
career	career
licensee	license @@ee
malignant	malign @@ant
opulence	opulent @@ence
typographical	typography @@ical
surefootedly	surefooted @@ly
pile	pile
responsiveness	responsive @@ness
semolina	semolina
detour	detour
corsair	corsair
minimally	minimal @@ly
conformation	conform @@ation
interaction	interact @@ion
item	item
infract	infract
tamarisk	tamarisk
acidic	acid @@ic
gravity	grave @@ity
spaciously	spacious @@ly
freehand	freehand
penetratingly	penetrating @@ly
potter	pot @@er
intermediate	intermediate
cockeyed	cock @@eye @@ed
vividness	vivid @@ness
rand	rand
band	band
inside	inside
washing	washing
collapse	collapse
smithy	smith @@y
creditable	credit @@able
ethnographic	ethnography @@ic
numeracy	numerate @@cy
cantankerously	cantankerous @@ly
pyrotechnic	pyrotechny @@ic
narky	nark @@y
germination	germinate @@ion
providently	provident @@ly
underfloor	under @@floor
remould	remould
furze	furze
attainable	attain @@able
expedition	expedite @@ion
foolhardy	fool @@hard @@y
foredoom	fore @@doom
auk	auk
energize	energy @@ize
annexation	annex @@ation
disendow	dis @@endow
majestical	majesty @@ical
dug	dug
claret	claret
crisply	crisp @@ly
amplify	ample @@ify
soccer	soccer
infestation	infest @@ation
trusting	trusting
branch	branch
impeachable	impeach @@able
diffidently	diffident @@ly
avail	avail
booster	boost @@er
lunch	lunch
quiet	quiet
ayah	ayah
cleaner	clean @@er
brotherliness	brotherly @@ness
proportionate	proportion @@ate
intimately	intimate @@ly
understaffed	under @@staffed
town	town
staggerer	stagger @@er
palate	palate
virologist	virology @@ist
sahib	sahib
foolishly	foolish @@ly
receipts	receipts
ness	ness
awkwardly	awkward @@ly
elusive	elusion @@ive
national	national
manumission	manumit @@ion
senses	senses
prehistorical	prehistory @@ical
rowdy	rowdy
pupation	pupate @@ion
maidenhood	maiden @@hood
shank	shank
appointed	appointed
leftward	leftward
affectionately	affectionate @@ly
modern	modern
notional	notion @@al
pigheaded	pig @@head @@ed
unequal	un @@equal
pyrites	pyrites
derogation	derogate @@ion
sleek	sleek
abrasion	abrade @@ion
lord	lord
ghastliness	ghastly @@ness
plenteousness	plenteous @@ness
stock	stock
floss	floss
wakefulness	wakeful @@ness
numeral	numeral
obey	obey
grimness	grim @@ness
lateen	lateen
nook	nook
hereditarily	hereditary @@ly
liturgically	liturgical @@ly
condom	condom
sudden	sudden
fitness	fit @@ness
egoistical	egoist @@ical
moderation	moderate @@ion
proximately	proximate @@ly
corruptly	corrupt @@ly
relationship	relation @@ship
fleshy	flesh @@y
coir	coir
privilege	privilege
mayoral	mayor @@al
fruity	fruit @@y
bafflingly	baffling @@ly
earthling	earth @@ling
invite	invitation
tilth	till @@th
imprudence	imprudent @@ence
bridge	bridge
coltishly	coltish @@ly
kersey	kersey
snug	snug
sportsman	sport @@s @@man
breathless	breath @@less
rum	rum
tastefully	tasteful @@ly
jaggy	jag @@y
kaleidoscopic	kaleidoscope @@ic
spinach	spinach
fearfully	fearful @@ly
illogically	illogical @@ly
sales	sales
lovingly	loving @@ly
invulnerably	invulnerable @@ly
porosity	porous @@ity
immediateness	immediate @@ness
poker	poke @@er
vengeful	venge @@ful
opportunism	opportune @@ism
vie	vie
goalie	goal @@ie
miff	miff
editorially	editorial @@ly
theirs	their @@s
ghyll	ghyll
frump	frump
bulb	bulb
distrust	dis @@trust
hotfoot	hotfoot
counterclockwise	counterclockwise
city	city
pertinaciously	pertinacious @@ly
dejectedly	dejected @@ly
intentionally	intentional @@ly
brace	brace
predetermine	pre @@determine
explanation	explain @@ation
northwester	northwest @@er
lustre	lustre
woefully	woeful @@ly
vulcanize	Vulcan @@ize
mellowness	mellow @@ness
grumble	grumble
symmetric	symmetry @@ic
madness	mad @@ness
motherly	mother @@ly
chub	chub
mote	mote
roasting	roasting
boisterously	boisterous @@ly
colicky	colic @@y
freakishly	freakish @@ly
lascar	lascar
drove	drove
uncomfortably	uncomfortable @@ly
reel	reel
bill	bill
uncommonly	uncommon @@ly
prediction	predict @@ion
ally	ally
paralytic	paralytic
altruistic	altruist @@ic
cyclically	cyclical @@ly
squabble	squabble
dose	dose
overdose	over @@dose
customary	custom @@ary
whoosh	whoosh
juggle	juggle
expressionism	expression @@ism
feebleminded	feeble @@mind @@ed
tabulator	tabulate @@or
plaintiff	plaintive
photograph	photograph
chesty	chest @@y
blackly	black @@ly
stubborn	stubborn
mend	mend
aspersion	asperse @@ion
resurgence	resurgent @@ence
shackle	shackle
interlard	inter @@lard
sordidly	sordid @@ly
ravishing	ravishing
lewdness	lewd @@ness
systematically	systematic @@ally
piece	piece
manure	manure
haulier	haul @@ier
algorithmic	algorithm @@ic
arquebus	arquebus
shocking	shocking
slattern	slattern
indwell	in @@dwell
widowed	widow @@ed
exertion	exert @@ion
wall	wall
sensationalist	sensationalism @@ist
alumnus	alumnus
schizophrenically	schizophrenic @@ally
combustion	combust @@ion
balcony	balcony
sultanate	sultan @@ate
gavotte	gavotte
pamphlet	pamphlet
namedropper	namedrop @@er
godlike	god @@like
overstep	over @@step
elfishly	elfish @@ly
romper	romp @@er
polder	polder
rightist	right @@ist
peripatetically	peripatetic @@ally
coster	costermonger
coagulation	coagulate @@ion
telegraphic	telegraph @@ic
miaou	miaou
frothily	frothy @@ly
uptown	uptown
hula	hula
reincarnation	reincarnate @@ion
personation	personate @@ion
copse	copse
disincline	dis @@incline
pryingly	prying @@ly
incomparable	in @@comparable
mollusc	mollusc
aft	aft
whereto	whereto
glancingly	glancing @@ly
crosscountry	crosscountry
inmost	in @@most
chickenhearted	chicken @@heart @@ed
portentously	portentous @@ly
murderer	murder @@er
antipodean	antipodes @@an
capital	capital
husky	husk @@y
crore	crore
provision	provide @@ion
brownie	brown @@ie
monkey	monkey
acceptability	acceptable @@ity
impersonally	impersonal @@ly
industrialize	industrial @@ize
meagre	meagre
shower	shower
rick	rick
diagnostic	diagnosis @@ic
externalize	external @@ize
stars	stars
oblong	oblong
foolish	fool @@ish
contrariwise	contrary @@wise
spotless	spot @@less
imperfection	imperfect @@ion
intent	intent
scorer	score @@er
windcheater	wind @@cheat @@er
thorn	thorn
collaborationist	collaborationist
nutritiously	nutritious @@ly
acreage	acre @@age
democratically	democratic @@ally
brim	brim
myrrh	myrrh
terms	terms
depravation	deprave @@ation
itchy	itch @@y
fable	fable
inch	inch
ginger	ginger
scorching	scorching
achievable	achieve @@able
cloudiness	cloudy @@ness
newsiness	newsy @@ness
creeps	creeps
tawdriness	tawdry @@ness
educationalist	educational @@ist
perverseness	perverse @@ness
hazard	hazard
sword	sword
inherit	inherit
certificate	certify @@ate
primitively	primitive @@ly
misdeed	mis @@deed
scold	scold
deucedly	deuced @@ly
sooty	soot @@y
eraser	erase @@er
palliative	palliative
sensibility	sensible @@ity
rationally	rational @@ly
nose	nose
praiseworthiness	praiseworthy @@ness
money	money
wifelike	wife @@like
dramatist	drama @@ist
reveller	revel @@er
scurrility	scurrilous @@ity
peculiar	peculiar
rebelliousness	rebellious @@ness
inequitably	inequitable @@ly
joylessness	joyless @@ness
inaptly	inapt @@ly
fingerprint	fingerprint
devitalization	devitalize @@ation
chin	chin
fountain	fountain
smoothness	smooth @@ness
remake	re @@make
gasification	gasify @@ation
ribald	ribald
discursively	discursive @@ly
empurpled	em @@purple @@ed
divulgence	divulge @@ence
callow	callow
influential	influence @@ial
efficacity	efficacious @@ity
grievousness	grievous @@ness
dashingly	dashing @@ly
shifty	shift @@y
ambit	ambit
fibber	fib @@er
near	near
stoutly	stout @@ly
gallon	gallon
sixthly	sixth @@ly
unwittingly	unwitting @@ly
uprising	up @@rise @@ing
pharmacologist	pharmacology @@ist
coif	coif
retell	re @@tell
unevenly	un @@even @@ly
shun	shun
domestically	domestic @@ally
jeep	jeep
golly	golliwog @@y
ratter	rat @@er
ape	ape
succumb	succumb
trend	trend
collie	collie
clamorously	clamorous @@ly
rubbery	rubber @@y
quarry	quarry
putt	putt
prognosticator	prognosticate @@or
platypus	platypus
happy	hap @@y
instructress	instructor @@ess
middy	midshipman @@y
hereunder	here @@under
nasalize	nasal @@ize
shy	shy
knot	knot
woolliness	woolly @@ness
stork	stork
rubric	rubric
boost	boost
quiescence	quiescent @@ence
interrogation	interrogate @@ion
about	about
rebellion	rebel @@ion
hog	hog
entrant	enter @@ant
personify	person @@ify
chippy	chip @@y
convalescence	convalescent @@ence
gorse	gorse
bisexual	bisexual
willowy	willow @@y
yid	Yiddish
swoon	swoon
asking	asking
poncy	ponce @@y
neglectful	neglect @@ful
testamentary	testament @@ary
restfully	restful @@ly
kola	kola
regions	regions
beau	beau
membrane	membrane
despotically	despotic @@ally
musket	musket
tinselly	tinsel @@y
road	road
subconsciously	subconscious @@ly
inactivity	inactive @@ity
past	past
caucus	caucus
substantiate	substance @@ate
smacker	smack @@er
potholer	pothole @@er
categorical	category @@ical
kismet	kismet
foundation	found @@ation
draught	draught
pied	pie @@ed
